code,name,duration,credits,tuition_credits,department,prerequisite,english_name,weight
CH5359,Tin học và tự động hóa trong nhà máy silicát 2,2(2-1-0-4),2,3,THKHSS,,Information and Automation in silicate industry 2,0.7
CH5360,Anh văn KHKT,2(2-1-0-4),2,3,THKHSS,,Technical English,0.7
CH5361,Hoá lý Silicat 2,2(2-1-0-4),2,3,THKHSS,,Physical Chemistry of Silicates 2,0.7
CH5362,Lò công nghiệp Silicat 2,2(2-1-0-4),2,3,THKHSS,,Heating equipments in silicate industry 2,0.7
CH5363,Vật liệu ceramic tiên tiến,2(2-1-0-4),2,3,THKHSS,,Advanced ceramic materials,0.7
CH5364,AutoCAD cho thiết kế xây dựng nhà máy silicat,2(2-1-0-4),2,3,THKHSS,,AutoCAD for designing of silicate factories,0.7
CH5365,Thí nghiệm các chất kết dính vô cơ,1(0-0-2-2),1,3,THKHSS,,Inorganic Binders Lab,0.7
CH5366,Thí nghiệm gốm sứ,1(0-0-2-2),1,3,THKHSS,,Ceramics Lab,0.7
CH5367,Thí nghiệm thuỷ tinh,1(0-0-2-2),1,3,THKHSS,,Glass Lab,0.7
CH5368,Thí nghiệm vật liệu chịu lửa,1(0-0-2-2),1,3,THKHSS,,Refractory materials lab,0.7
CH5369,Công nghệ các chất kết dính vô cơ II,2(2-0-0-4),2,2,THKHSS,,Inorganic Binders Technology II,0.7
CH5370,Công nghệ thuỷ tinh II,2(2-0-0-4),2,2,THKHSS,,Glass Technology II,0.7
CH5371,Tin học và Tự động hóa trong công nghiệp,2(2-1-0-4),2,3,THKHSS,,Computer and Automation in Industrial,0.7
CH5372,Các phương pháp phân tích đặc tính vật liệu,2(2-1-0-4),2,3,THKHSS,,Methods for Materials Characterization,0.7
CH5373,Thiết bị nhà máy silicat I,2(2-1-0-4),2,3,THKHSS,,Equipment in Silicate Factory I,0.7
CH5374,Công nghệ gốm sứ II,2(2-0-0-4),2,2,THKHSS,CH4198,Ceramic Technology II,0.7
CH5375,Đồ án chuyên ngành Silicat II,2(0-0-4-4),2,4,THKHSS,CH5358,Ceramic Engineering Design Project II,0.7
CH5377,Thiết bị nhà máy Silicat II,2(2-0-0-4),2,2,THKHSS,,Equipment in Silicate Factory II,0.7
CH5400,Công nghệ các chất Ni tơ,2(2-1-0-4),2,3,THKHSS,,Nitrogen compound technology,0.7
CH5401,Chất màu vô cơ  công nghiệp,2(2-1-0-4),2,3,THKHSS,,Inorganic pigment materials for industry,0.7
CH5402,Thí nghiệm chuyên ngành 2,2(0-0-4-4),2,6,THKHSS,,Experiments specialized in Inorganic engineering 2,0.7
CH5403,Đồ án chuyên ngành kỹ sư CNVC,2(0-0-4-4),2,4,THKHSS,,Project specialized in inorganic engineering,0.7
CH5404,Công nghệ URAN,2(2-1-0-4),2,3,THKHSS,,Uranium technoogy,0.7
CH5405,Hóa học và Công nghệ đất hiếm,2(2-1-0-4),2,3,THKHSS,,Chemistry and technology of rare earth materials,0.7
CH5406,Hóa học vật liệu nano,2(2-1-0-4),2,3,THKHSS,,Chemistry of nano materials,0.7
CH5407,Màng phủ vô cơ,2(2-1-0-4),2,3,THKHSS,,Inorganic coating,0.7
CH5408,Công nghệ phân bón,2(2-1-0-4),2,3,THKHSS,,Fertilizer Technology,0.7
CH5409,Công nghệ sô đa và các chất kiềm,2(2-1-0-4),2,3,THKHSS,,Soda and sodium hydroxide technology,0.7
CH5410,Công nghệ axit sunfuric,2(2-1-0-4),2,3,THKHSS,,Sulfuric acid technology,0.7
CH5411,Xử lí nước,2(2-1-0-4),2,3,THKHSS,,Water Treatment,0.7
CH5412,Công nghệ axit,2(2-1-0-4),2,3,THKHSS,,Acid Technology,0.7
CH5413,Thí nghiệm chuyên ngành công nghệ vô cơ,3(0-0-6-6),3,9,THKHSS,,Inorganic Chemical Engineering Lab,0.7
CH5414,Đồ án chuyên ngành Công nghệ vô cơ II,2(0-0-4-4),2,4,THKHSS,,Inorganic Chemical Engineering Design Project II,0.7
CH5450,Hóa học chất rắn,3(3-0-0-6),3,3,THKHSS,,Chemistry of Solids,0.7
CH5451,Kỹ thuật xúc tác,3(3-0-0-6),3,3,THKHSS,,Catalytic Engineering,0.7
CH5452,Hóa lý các hiện tượng bề mặt,3(3-0-0-6),3,3,THKHSS,,Surface Physical Chemistry and Colloids,0.7
CH5453,Điện hóa ứng dụng,3(3-0-0-6),3,3,THKHSS,,Applied electrochemistry,0.7
CH5454,Động hóa học và xúc tác,2(2-0-0-4),2,2,THKHSS,,Chemical kinetics and catalysis,0.7
CH5455,Quy hoạch thực nghiệm và lý thuyết tối ưu,2(2-1-0-4),2,3,THKHSS,,Experimental design and Optimization theory,0.7
CH5456,Hóa học chất keo,2(2-0-1-4),2,3.5,THKHSS,,Chemistry of colloid,0.7
CH5457,Vật liệu polime dẫn,2(2-0-0-4),2,2,THKHSS,,Conductive polymer materials,0.7
CH5458,Ứng dụng xúc tác trong công nghệ mới và bảo vệ môi trường,2(2-0-0-4),2,2,THKHSS,,Application of catalyst in new technology and environmental protection,0.7
CH5459,Ứng dụng của các hợp chất phức,2(2-0-0-4),2,2,THKHSS,,Application of complexes,0.7
CH5460,Vật liệu cho các nguồn năng lượng mới,2(2-0-0-4),2,2,THKHSS,,Materials for new energy sources,0.7
CH5465,Điện hóa ứng dụng,2(2-1-0-4),2,3,THKHSS,,Applied Electrochemistry,0.7
CH5470,Quản trị dự án KTHH,2(2-1-0-4),2,3,THKHSS,,Chemical Engineering Project Management,0.7
CH5472,An toàn trong công nghiệp hóa chất,2(2-1-0-4),2,3,THKHSS,,Safety in Chemical Industry,0.7
CH5473,Công nghệ hóa học xanh,2(2-1-0-4),2,3,THKHSS,,Green Chemistry and Technology,0.7
CH5474,Điều khiển các quá trình công nghệ hóa học,2(2-1-0-4),2,3,THKHSS,,Control of Chemical Engineering Processes,0.7
CH5500,Thiết kế cơ khí cho thiết bị hóa chất,2(2-1-0-4),2,3,THKHSS,,Mechanical designing in chemical machinery,0.7
CH5501,Đồ án 3,2(0-0-4-4),2,4,THKHSS,,Project 3 for chemical engineering,0.7
CH5502,Thiết kế hệ thống có kết nối nhiệt,2(2-0-1-4),2,3.5,THKHSS,,Design of thermal connection systems,0.7
CH5503,Kỹ thuật công trình trong CN Hóa học,2(2-1-0-4),2,3,THKHSS,,Process and Plant Technique,0.7
CH5504,Kỹ thuật tách hỗn hợp nhiều cấu tử,2(2-1-0-4),2,3,THKHSS,,Multi Component Separation Techniques,0.7
CH5505,Kỹ thuật hệ thống,2(2-1-0-4),2,3,THKHSS,,System Engineering,0.7
CH5506,Mô hình điều khiển,2(2-1-0-4),2,3,THKHSS,,Models for Automation and Control,0.7
CH5507,Công nghệ màng,3(3-1-0-6),3,4,THKHSS,,Membrane Technology,0.7
CH5508,Công nghệ màng,2(2-1-0-4),2,3,THKHSS,,Membrane Technology,0.7
CH5509,Chuyên đề quá trình thiết bị,2(2-1-0-4),2,3,THKHSS,,Special Project of Chemical Processes,0.7
CH5510,Thiết kế hệ thống có kết nối nhiệt,2(2-1-0-4),2,3,THKHSS,,Heat Exchanger Network Design,0.7
CH5511,Đồ án chuyên ngành Quá trình - Thiết bị II,2(0-0-4-4),2,4,THKHSS,,Chemical Process Engineering Design Project II,0.7
CH5512,Truyền nhiệt và chuyển khối trong hệ phức tạp,2(2-1-0-4),2,3,THKHSS,,Heat and Mass Transfer of Complex Systems,0.7
CH5513,Thủy lực và phân riêng hệ không đồng nhất bằng phương pháp cơ học,2(2-1-0-4),2,3,THKHSS,,Fluid Process and Mechanical Separation of Heterogenous Systems,0.7
CH5550,Công nghệ sản xuất bột giấy tái chế,3(3-0-1-6),3,4.5,THKHSS,,Recycle pulp processing,0.7
CH5551,Thí nghiệm công nghệ bột giấy và giấy,3(0-0-6-6),3,9,THKHSS,,Experiments in pulp and paper technology,0.7
CH5552,Nâng cao tính năng in ấn của giấy,2(2-1-0-4),2,3,THKHSS,,Improvement of printing paper quality,0.7
CH5553,Công nghệ sản xuất giấy tissue,2(2-1-0-4),2,3,THKHSS,,Tissue paper production technology,0.7
CH5554,Cơ sở công nghệ chế biến hóa học gỗ,2(2-1-0-4),2,3,THKHSS,,Fundamental of wood chemistry and processing,0.7
CH5555,Điều khiển quá trình sản xuất bột giấy và giấy,2(2-1-0-4),2,3,THKHSS,,Process Control in Pulp- and Papermaking,0.7
CH5556,Kỹ thuật sản xuất cactong và bao bì giấy,2(2-1-0-4),2,3,THKHSS,,Carton and packaging paper production technology,0.7
CH5557,Hóa học phần ướt,2(2-1-0-4),2,3,THKHSS,,Wet-End Chemistry,0.7
CH5558,Sản xuất bột giấy hiệu suất cao,2(2-1-0-4),2,3,THKHSS,,High Yield Pulping,0.7
CH5559,Tráng phủ giấy,2(2-1-0-4),2,3,THKHSS,,Coating paper,0.7
CH5560,Bảo vệ môi trường trong công nghiệp giấy,2(2-1-0-4),2,3,THKHSS,,Environmental protection in pulp and paper industry,0.7
CH5561,Hóa học sinh khối,2(2-1-0-4),2,3,THKHSS,,Biomass Chemistry,0.7
CH5562,Công nghệ hóa chất và vật liệu mới từ sinh khối,2(2-1-0-4),2,3,THKHSS,,New Biomass-Based Chemicals and Materials Technology,0.7
CH5563,Công nghệ tái chế giấy,2(2-1-0-4),2,3,THKHSS,,Paper Recycling Technology,0.7
CH5565,Kiểm soát chất lượng sản phẩm bột giấy và giấy,2(2-1-0-4),2,3,THKHSS,,Quality Control in Pulp and Paper Processing,0.7
CH5566,Xử lý và tận dụng chất thải công nghiệp giấy,2(2-1-0-4),2,3,THKHSS,,Treatment and Utilization of Pulp and Paper Industry Waste,0.7
CH5567,Đồ án thiết kế nhà máy sản xuất bột giấy và giấy,3(0-0-6-6),3,6,THKHSS,,Pulp and Paper Mill Design Project,0.5
CH5568,Thí nghiệm công nghệ bột giấy và giấy,2(0-0-4-4),2,6,THKHSS,,Pulp and Paper Lab,0.7
CH5569,Thiết bị sản xuất bột giấy và giấy,2(2-1-0-4),2,3,THKHSS,,Pulping and Papermaking Equipment,0.7
CH5572,Đồ án chuyên ngành Xenlulo - giấy II,2(0-0-4-4),2,4,THKHSS,,Cellulose and Paper Engineering Design Project,0.7
CH5600,Tổng hợp Hóa dược 1,2(2-1-0-4),2,3,THKHSS,,Pharmaceutical synthesis 1,0.7
CH5601,Tổng hợp Hóa dược 2,2(2-1-0-4),2,3,THKHSS,,Pharmaceutical synthesis 2,0.7
CH5602,Tổng hợp hóa BVTV,2(2-1-0-4),2,3,THKHSS,,Synthesis of plant protection chemicals,0.7
CH5603,Gia công thuốc BVTV,2(2-0-0-4),2,2,THKHSS,,Processing of plant protection chemicals,0.7
CH5604,Thí nghiệm chuyên ngành,3(0-0-6-6),3,9,THKHSS,,Advanced Experiments,0.7
CH5605,Kiểm nghiệm dược phẩm,2(2-0-0-4),2,2,THKHSS,,Pharmaceutical products testing,0.7
CH5606,Kỹ thuật tách và tinh chế,2(2-0-0-4),2,2,THKHSS,,Separation and purification techniques,0.7
CH5606E,Kỹ thuật tách và tinh chế,2(2-1-0-4),2,3,THKHSS,,Isolation and Purification Techniques,0.7
CH5607,Hương liệu và mỹ phẩm,2(2-0-0-4),2,2,THKHSS,,Flavors and Cosmetics,0.7
CH5608,Sản xuất thuốc theo tiêu chuẩn GMP,2(2-0-0-4),2,2,THKHSS,,Good Manufacturing Practicum,0.7
CH5609,Hóa học cây thuốc và kỹ thuật chiết xuất,2(2-0-0-4),2,2,THKHSS,,Herb chemistry and extractive technique,0.7
CH5610,Kỹ thuật tổng hợp các hợp chất có hoạt tính sinh học,2(2-1-0-4),2,3,THKHSS,,Synthesis of bioactivity compounds,0.7
CH5611,Kỹ thuật tách và tinh chế,2(2-1-0-4),2,3,THKHSS,,Separation and Purification Techniques,0.7
CH5613,Thí nghiệm chuyên ngành hóa dược II,2(0-0-4-4),2,6,THKHSS,,Pharmaceutical Chemistry Lab II,0.7
CH5614,Đồ án chuyên ngành Hóa dược,3(0-0-6-6),3,6,THKHSS,,Pharmaceutical Chemical Process Design Project,0.5
CH5617,Đồ án chuyên ngành Hóa dược II,2(0-0-4-4),2,4,THKHSS,,Pharmaceutical Chemical Process Design Project II,0.7
CH5650,Kỹ thuật phân riêng 1,2(2-1-0-4),2,3,THKHSS,,Separation techniques 1,0.7
CH5651,Kỹ thuật phân riêng 2,2(2-1-0-4),2,3,THKHSS,,Separation techniques 2,0.7
CH5652,Thiết bị phản ứng,3(3-1-0-6),3,4,THKHSS,,Reactors,0.7
CH5653,Thiết kế thiết bị trao đổi nhiệt,2(2-1-0-4),2,3,THKHSS,,Designing of heat exchangers,0.7
CH5654,Đồ án 3,3(0-0-6-6),3,6,THKHSS,,Project 3 for machninery,0.7
CH5655,Bơm – Quạt – Máy nén,2(2-1-0-4),2,3,THKHSS,,Pump - Fan - Compressor,0.7
CH5656,Đường ống - Bể chứa,2(2-1-0-4),2,3,THKHSS,,Piping - Tank,0.7
CH5657,Thiết kế lắp đặt các công trình hóa chất,2(2-1-0-4),2,3,THKHSS,,Design and installation of chemical plants,0.7
CH5658,Máy gia công vật liệu rắn,2(2-1-0-4),2,3,THKHSS,,Solid Material Processing Equipments,0.7
CH5659,Máy gia công vật liệu dẻo,2(2-1-0-4),2,3,THKHSS,,Plastic Material Processing Equipments,0.7
CH5660,Kỹ thuật An toàn và Môi trường,2(2-1-0-4),2,3,THKHSS,,Safety and Environment Techniques,0.7
